,row_id,microbusiness_density
364,12093_2023-01-01,2.4559908246516073
365,12095_2023-01-01,14.908854247845163
366,12097_2023-01-01,7.266266565529887
367,12099_2023-01-01,59373473005.63312
368,12101_2023-01-01,6.821218592706689
369,12103_2023-01-01,14.307856836034363
370,12105_2023-01-01,4.729088370668068
371,12107_2023-01-01,3.8619960556118116
372,12109_2023-01-01,12.847415891092865
373,12111_2023-01-01,6.288734498062389
374,12113_2023-01-01,5.935665194250385
375,12115_2023-01-01,16.409626101933682
376,12117_2023-01-01,19916444174.436035
377,12119_2023-01-01,3.6352102633842254
378,12121_2023-01-01,3.0757108222320673
379,12123_2023-01-01,2.3584171283256503
380,12125_2023-01-01,1.1767837773301668
381,12127_2023-01-01,9.14554603753335
382,12129_2023-01-01,3.3530363953963445
383,12131_2023-01-01,28.875060481773446
384,12133_2023-01-01,1.8061037349831515
385,13001_2023-01-01,0.8528695901140839
386,13003_2023-01-01,0.8734134031556741
387,13005_2023-01-01,1.457858640875918
388,13007_2023-01-01,1.4881701666238802
389,13009_2023-01-01,2349359952.80455
390,13011_2023-01-01,0.721758860209889
391,13013_2023-01-01,6.7073758037132984
392,13015_2023-01-01,2329890813.53006
393,13017_2023-01-01,1.8854432062013533
394,13019_2023-01-01,2.0739309735826112
395,13021_2023-01-01,6.716198204602954
396,13023_2023-01-01,1.5247989554136425
397,13025_2023-01-01,1.4027545656399774
398,13027_2023-01-01,-163511722109.9983
399,13029_2023-01-01,6.014573232436506
400,13031_2023-01-01,3.384905740657324
401,13033_2023-01-01,2.783289940433882
402,13035_2023-01-01,3.3037187095668594
403,13037_2023-01-01,0.5358217220859688
404,13039_2023-01-01,3.413074771497598
405,13043_2023-01-01,2.210830693643212
406,13045_2023-01-01,5.400623781109317
407,13047_2023-01-01,2.777366896012324
408,13049_2023-01-01,1.3049404093207988
409,13051_2023-01-01,6.864001613264115
410,13053_2023-01-01,1.5362998950912905
411,13055_2023-01-01,1.6742755210109044
412,13057_2023-01-01,-5528908708.131378
413,13059_2023-01-01,5.161496955668305
414,13061_2023-01-01,0.6491016439146867
415,13063_2023-01-01,4.873660065095859
416,13065_2023-01-01,1.6794863169103533
417,13067_2023-01-01,5001581708.348145
418,13069_2023-01-01,1.3779594702055187
419,13071_2023-01-01,2.0763741273710856
420,13073_2023-01-01,6.997614425941672
421,13075_2023-01-01,1.1648677788672117
422,13077_2023-01-01,5.617812540043722
423,13079_2023-01-01,0.6660452514089024
424,13081_2023-01-01,1.6213897110325242
425,13083_2023-01-01,2.4161326937928056
426,13085_2023-01-01,7.826732098996918
427,13087_2023-01-01,3.2633471124190305
428,13089_2023-01-01,14.513488996121382
429,13091_2023-01-01,0.6785266369785069
430,13093_2023-01-01,0.6394211109970059
431,13095_2023-01-01,3.4000206967757696
432,13097_2023-01-01,8.714908708807691
433,13099_2023-01-01,1.3026120615538723
434,13101_2023-01-01,0.1516138602065683
435,13103_2023-01-01,3.489358283796226
436,13105_2023-01-01,2.906946986557216
437,13107_2023-01-01,1.3844354928601654
438,13109_2023-01-01,1.4116615785813367
439,13111_2023-01-01,6.562492059266344
440,13113_2023-01-01,10.316503925221468
441,13115_2023-01-01,3.2416710000164644
442,13117_2023-01-01,14.716992078161008
443,13119_2023-01-01,4.494984435573734
444,13121_2023-01-01,20.527691820928627
445,13123_2023-01-01,5.164338767844394
446,13125_2023-01-01,1.638934649696575
447,13127_2023-01-01,9.71081999812533
448,13129_2023-01-01,2.4729177691265276
449,13131_2023-01-01,1.7045350678789735
450,13133_2023-01-01,5.85134961602907
451,13135_2023-01-01,12.273957837857765
452,13137_2023-01-01,3.958456537880687
453,13139_2023-01-01,5.999037591718286
454,13141_2023-01-01,1.2279362250915753
455,13143_2023-01-01,2.9261518682212624
456,13145_2023-01-01,4.589453704266939
457,13147_2023-01-01,2.577220703495932
458,13149_2023-01-01,3.668465173065986
459,13151_2023-01-01,9.41269807025677
460,13153_2023-01-01,3.626380784825052
461,13155_2023-01-01,0.9251692260705139
462,13157_2023-01-01,12.825998903745145
463,13159_2023-01-01,3.68255288919911
464,13161_2023-01-01,-4.393062676547379
465,13163_2023-01-01,2.085381728086009
466,13165_2023-01-01,1.3053679193487508
467,13167_2023-01-01,0.6629892870902601
468,13169_2023-01-01,2.0566709321303773
469,13171_2023-01-01,1.964538070872255
470,13173_2023-01-01,0.9907580899393486
471,13175_2023-01-01,2.0492636888972546
472,13177_2023-01-01,2.7271717083095153
473,13179_2023-01-01,2.787161809168425
474,13181_2023-01-01,2.992549219855154
475,13183_2023-01-01,1.3462487143461623
476,13185_2023-01-01,4.315314599803266
477,13187_2023-01-01,3.636453914181157
478,13189_2023-01-01,1.6941692964005346
479,13191_2023-01-01,1.8310072997409153
480,13193_2023-01-01,1.2468900193465675
481,13195_2023-01-01,2.5256694238823028
482,13197_2023-01-01,-498252273.4436035
483,13199_2023-01-01,2.3369053116566008
484,13201_2023-01-01,1.0188275939884486
485,13205_2023-01-01,1.2437042340422155
486,13207_2023-01-01,2.6647955126829173
487,13209_2023-01-01,0.6895974965453202
488,13211_2023-01-01,5.3940889171070125
489,13213_2023-01-01,5906897557.844849
490,13215_2023-01-01,4.215041260405606
491,13217_2023-01-01,4.908937475238807
492,13219_2023-01-01,8.314734568718183
493,13221_2023-01-01,1.9582539245593324
494,13223_2023-01-01,5.547944426432092
495,13225_2023-01-01,3.5835074792854833
496,13227_2023-01-01,-34622824608.9364
497,13229_2023-01-01,2.0475162404127154
498,13231_2023-01-01,3.1966503072387136
499,13233_2023-01-01,2.3403928738797553
500,13235_2023-01-01,1.394301186398097
501,13237_2023-01-01,3.67950248419442
502,13239_2023-01-01,-0.5300192575199056
503,13241_2023-01-01,2.634860496195607
504,13243_2023-01-01,0.7722043841600682
505,13245_2023-01-01,3.5364061990325357
506,13247_2023-01-01,10.239685566485704
507,13249_2023-01-01,1.0296793619887536
508,13251_2023-01-01,2.092503048307215
509,13253_2023-01-01,1.0935215141461092
510,13255_2023-01-01,4.1352990088762205
511,13257_2023-01-01,2.2105063230439264
512,13259_2023-01-01,0.736806372219488
513,13261_2023-01-01,1.83062230764039
514,13263_2023-01-01,0.29686560813763796
515,13265_2023-01-01,0.17085397376321243
516,13267_2023-01-01,1.4277770187616283
517,13269_2023-01-01,36629569127.29422
518,13271_2023-01-01,0.5955614870298884
519,13273_2023-01-01,0.9267295283378593
520,13275_2023-01-01,4.589796701274457
521,13277_2023-01-01,2.0721338637401545
522,13279_2023-01-01,1.8984734824577552
523,13281_2023-01-01,7.541419504406947
524,13283_2023-01-01,0.9475969951686
525,13285_2023-01-01,4.637618440601429
526,13287_2023-01-01,1.8308658346795903
527,13289_2023-01-01,2.5660196903799233
528,13291_2023-01-01,6.71956463639344
529,13293_2023-01-01,2.5327838620807452
530,13295_2023-01-01,2.8780684296475183
531,13297_2023-01-01,9.670290790856617
532,13299_2023-01-01,2.3879778268312193
533,13301_2023-01-01,1.7225632238104929
534,13303_2023-01-01,1.4874911365603867
535,13305_2023-01-01,1.7107961030190366
536,13307_2023-01-01,0.986033195836846
537,13309_2023-01-01,0.8964190841690116
538,13311_2023-01-01,4.215194938646936
539,13313_2023-01-01,4.055790601482448
540,13315_2023-01-01,0.41413598933485685
541,13317_2023-01-01,2.677717779122648
542,13319_2023-01-01,2.133174583177423
543,13321_2023-01-01,0.9556858082568285
544,15001_2023-01-01,2.952209795624043
545,15003_2023-01-01,5.873546991632995
546,15005_2023-01-01,24.8666459832192
547,15007_2023-01-01,10.957014570436774
548,15009_2023-01-01,-23401723488.76953
549,16001_2023-01-01,11.951703638108114
550,16003_2023-01-01,3.093522625314074
551,16005_2023-01-01,4.8315752234076506
552,16007_2023-01-01,2.8984487557405068
553,16009_2023-01-01,2.681724862752106
554,16011_2023-01-01,3.3703075151906745
555,16013_2023-01-01,14.484340220561128
556,16015_2023-01-01,5.164860717833426
557,16017_2023-01-01,9.177989938585672
558,16019_2023-01-01,7.518767980357008
559,16021_2023-01-01,70.53290997208046
560,16023_2023-01-01,-1.0382381639013971
561,16025_2023-01-01,3.0547281244632387
562,16027_2023-01-01,4.787268576141127
563,16029_2023-01-01,2.0138144784584076
564,16031_2023-01-01,3.3245889461366938
565,16033_2023-01-01,1.1638013233903317
566,16035_2023-01-01,2.490971651870037
567,16037_2023-01-01,4.228213395381635
568,16039_2023-01-01,2.338412157069085
569,16041_2023-01-01,2.829060687122592
570,16043_2023-01-01,4.812027270365533
571,16045_2023-01-01,6.627670572416115
572,16047_2023-01-01,1.9973503588376584
573,16049_2023-01-01,4.30820392707229
574,16051_2023-01-01,10.948454172235568
575,16053_2023-01-01,2.112909397418282
576,16055_2023-01-01,10.326156951584586
577,16057_2023-01-01,4.855157434195559
578,16059_2023-01-01,3.0114074798146966
579,16061_2023-01-01,-179294754.7594999
580,16063_2023-01-01,1.4179034017375445
581,16065_2023-01-01,10.969589704783544
582,16067_2023-01-01,-0.23963374374454816
583,16069_2023-01-01,4.023806390114946
584,16071_2023-01-01,3.2264450555672806
585,16073_2023-01-01,2.089752434017238
586,16075_2023-01-01,2.9960186905797324
587,16077_2023-01-01,3.939155661907538
588,16079_2023-01-01,3.0596510272158817
589,16081_2023-01-01,9.2605817903931
590,16083_2023-01-01,5.522657059722082
591,16085_2023-01-01,9.371488852760347
592,16087_2023-01-01,2.6278245059864096
593,17001_2023-01-01,3.956049705467511
594,17003_2023-01-01,2.285831986964703
595,17005_2023-01-01,18452401206.887634
596,17007_2023-01-01,3.3253643182879666
597,17009_2023-01-01,1.7287814312017382
598,17011_2023-01-01,2.329820671967092
599,17013_2023-01-01,1.684804642566879
600,17015_2023-01-01,7.287500789098736
601,17017_2023-01-01,0.9573890977977584
602,17019_2023-01-01,4.9212518199973365
603,17021_2023-01-01,1.388440840644562
604,17023_2023-01-01,1.438277725836633
605,17025_2023-01-01,1.6973869125438865
606,17027_2023-01-01,2.7038588277938853
607,17029_2023-01-01,2.5887584329601703
608,17031_2023-01-01,8.626772628271027
609,17033_2023-01-01,1.9473183281049131
610,17035_2023-01-01,1.4287388059321424
611,17037_2023-01-01,20.965775469622358
612,17039_2023-01-01,2.0513872779074616
613,17041_2023-01-01,11962269573.064209
614,17043_2023-01-01,10.151615860697543
615,17045_2023-01-01,1.398885199396066
616,17047_2023-01-01,0.5752751900251165
617,17049_2023-01-01,10.56717788437509
618,17051_2023-01-01,1.3471845481316596
619,17053_2023-01-01,-0.05826092994940435
620,17055_2023-01-01,1.9776107126640166
621,17057_2023-01-01,1.298927334780445
622,17059_2023-01-01,1.417128936976737
623,17061_2023-01-01,1.4362917196514529
624,17063_2023-01-01,-1.3641781468885057
625,17065_2023-01-01,1.6221483107948043
626,17067_2023-01-01,2.8853255396177557
627,17069_2023-01-01,1.2943084421731226
628,17071_2023-01-01,0.561795650287032
629,17073_2023-01-01,2.1163696390811397
630,17075_2023-01-01,0.5218691384569922
631,17077_2023-01-01,4.275719132577359
632,17079_2023-01-01,1.4514228860094331
633,17081_2023-01-01,2.3555830714248533
634,17083_2023-01-01,1.3006748301845212
635,17085_2023-01-01,4.171389795308271
636,17087_2023-01-01,1.2074881499887375
637,17089_2023-01-01,5.219389690820037
638,17091_2023-01-01,2.937889273115732
639,17093_2023-01-01,148982995.64813232
640,17095_2023-01-01,2.2145112337306023
641,17097_2023-01-01,-37441480.50274277
642,17099_2023-01-01,3.5364882777882176
643,17101_2023-01-01,0.8628075812193762
644,17103_2023-01-01,2.35871454313315
645,17105_2023-01-01,2.0654714072854894
646,17107_2023-01-01,1.8310006370018046
647,17109_2023-01-01,4.867424118403122
648,17111_2023-01-01,8.174819003109457
649,17113_2023-01-01,5.36504261742487
650,17115_2023-01-01,3.1934536980068304
651,17117_2023-01-01,2.054354144114753
652,17119_2023-01-01,4.914325203330257
653,17121_2023-01-01,1.9840754608508289
654,17123_2023-01-01,1.759442124302484
655,17125_2023-01-01,1.21180687708673
656,17127_2023-01-01,2.024892417536487
657,17129_2023-01-01,2.463547725929956
658,17131_2023-01-01,1.836891367542167
659,17133_2023-01-01,4.6213559954863275
660,17135_2023-01-01,1.4445832015947317
661,17137_2023-01-01,1.6078089462831073
662,17139_2023-01-01,2.260768026731732
663,17141_2023-01-01,3.213498047293718
664,17143_2023-01-01,4.756733575850923
665,17145_2023-01-01,0.9163900839819925
666,17147_2023-01-01,5.451988221492182
667,17149_2023-01-01,1.3386202134278202
668,17151_2023-01-01,0.5900593608500344
669,17153_2023-01-01,2.034043241092962
670,17155_2023-01-01,3.078993186073294
671,17157_2023-01-01,1.5792193813693345
672,17159_2023-01-01,2.0581230079885735
673,17161_2023-01-01,3.5333977982729055
674,17163_2023-01-01,3.060898208347343
675,17165_2023-01-01,1.743939017108421
676,17167_2023-01-01,12.577986204160286
677,17169_2023-01-01,32451656929.402954
678,17171_2023-01-01,0.9012156889801686
679,17173_2023-01-01,1.1923181375727414
680,17175_2023-01-01,2.2626694495231687
681,17177_2023-01-01,5.0248533057398665
